,PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
1286,REOPENING THE CONVERSATION BETWEEN MUSIC PSYCHOLOGY AND MUSIC THERAPY:A SURVEY OF INTERDISCIPLINARY ATTITUDES,2021,Music Perception,"Carlson, Emily",Finland,online,US,NA,123,38.71,NA,NA,NA,volunteer,91,32,,NA,NA,NA,,James,"interdisciplinarity, music therapist, music psychologists, survey, mixed-methods"
1287,On the Roles of Complexity and Symmetry in Cued Tapping of Well-formed Complex Rhythms: Descriptive Statistics and Time Series Analysis,2021,Music Perception,"Dean, Roger",Australia,Australia,Australia,NA,111,22.4,6.2,undergraduate students,musicians; non-musicians,course credit,89,21,NA,artificial,NA,experimenter-created,,James,"well-formed rhythms, complexity, tapping, asymmetry, cognition and production"
1288,"Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,Musicae Scientiae,"Volker, Juliane",Germany,Germany,Germany,NA,66,24.11,7.08,undergraduate students,NA,course credit; paid,51,15,NA,pop; classical,Western,precomposed,,James,"BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
1289,"Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,Musicae Scientiae,"Volker, Juliane",Germany,Germany,Germany,NA,149,21.79,4.04,undergraduate students,NA,course credit; paid,129,20,NA,pop; classical,Western,precomposed,,James,"BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
1290,Enjoying sad music: A test of the prolactin theory,2021,Musicae Scientiae,"Ladinig, Oliva",US,US,US,NA,39,NA,NA,NA,NA,volunteer,25,14,NA,NA,NA,precomposed,music taken from participants' playlists,James,"prolactin, sadness, music, pleasure, stress, emotion, mood, personality, loneliness, hormones"
1291,Active music making facilitates prosocial behaviour in 18-month-old children,2021,Musicae Scientiae,"Buren, Verena",Germany,Germany,Germany,NA,50,1.5,NA,infants,NA,volunteer,24,26,NA,nursery rhyme,Western,precomposed,,James,"helping, infants, music, joint music making, synchrony, prosocial behaviour"
1292,Authoritative discourse in advanced studio lessons,2021,Musicae Scientiae,"Burwell, Kim",Australia,Australia,Australia,NA,2,NA,NA,university+,musicians,volunteer,0,2,NA,classical,Western,precomposed,,James,"higher music education, instrumental teaching and learning, music pedagogy, systematic instruction in music education, authoritative discourse"
1293,Expert pianists’ practice perspectives: A production and listening study,2021,Musicae Scientiae,"Loimusalo, Nina Johana",Finland,NA,NA,NA,4,40.3,14.8,NA,musicians,volunteer,NA,NA,NA,classical,Western,precomposed,few details provided about participants,James,"expertise, individual differences, music practice, piano performance, musical interpretation"
1294,Expert pianists’ practice perspectives: A production and listening study,2021,Musicae Scientiae,"Loimusalo, Nina Johana",Finland,Finland,Finland,NA,34,47.6,8.6,NA,musicians,volunteer,26,8,NA,classical,Western,precomposed,,James,"expertise, individual differences, music practice, piano performance, musical interpretation"
1295,“A reward rather than a right”: Facilitators’ perspectives on the place of music in Norwegian prison exceptionalism,2021,Musicae Scientiae,"Maingoang, Aine",Norway,Norway,Norway,NA,10,NA,NA,clinicians,musicians,volunteer,3,7,NA,NA,NA,NA,music therapy paper; no details provided on the music itself,James,"music making, prison arts, music facilitators, thematic analysis, prison, Norway, Scandinavian exceptionalism"
1296,Musical communities in the society of captives: Exploring the impact of music making on the social world of prison,2021,Musicae Scientiae,"Doxat-Pratt, Sarah",UK,UK,UK,NA,58,NA,NA,NA,musicians; non-musicians,volunteer,5,53,NA,NA,NA,NA,music therapy paper; no details provided on the music itself,James,"music, prison, musical communities, song writing, pains of imprisonment, removal activities"
1297,Fugue for Four Voices: Building narratives through music behind bars,2021,Musicae Scientiae,"Lamela, Ines",Portugal,Portugal,Portugal,NA,4,NA,NA,NA,non-musicians,volunteer,4,0,NA,classical,Western,experimenter-created,,James,"music in prisons, community music, women in prison, narrative, piano"
1298,Afro-Colombian internal migration and participatory music: Ethnically and politically charged religious festivals in Bogota,2021,Musicae Scientiae,"Corpas, Juan N.",Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,NA,volunteer,NA,NA,NA,traditional,Colombian,precomposed,"observation of music festivals, so n undefined",James,"Afro-Colombian culture, forced migration, performance, religious celebrations, traditional musics"
1299,Promoting prosociality in Colombia: Is music more effective than other cultural interventions?,2021,Musicae Scientiae,"Cespedes-Guevara, Julian",Colombia,Colombia,Colombia,NA,40,11.3,1.51,children,musicians,volunteer,NA,NA,NA,NA,NA,NA,music vs dance intervention: genre not reported,James,"music making, prosocial, empathy, non-formal learning, music, dance, football"
1300,Promoting prosociality in Colombia: Is music more effective than other cultural interventions?,2021,Musicae Scientiae,"Cespedes-Guevara, Julian",Colombia,Colombia,Colombia,NA,9,NA,NA,NA,NA,volunteer,NA,NA,NA,NA,NA,NA,qualitative study; few details given of participants,James,"music making, prosocial, empathy, non-formal learning, music, dance, football"
1301,Configurations of hope at the Afghanistan National Institute of Music,2021,Musicae Scientiae,"Howell, Gillian",Australia,UAE,Afghanistan,NA,11,NA,NA,adults; children,musicians,volunteer,NA,NA,NA,NA,NA,NA,qualitative study; few details given of participants,James,"music education, social transformation, social impact of music, agency"
1302,Wellness Among University-level Music Students: A Study of the Predictors of Subjective Vitality,2021,Musicae Scientiae,"Miksza, Peter",US,US,US,NA,293,21.83,4.31,undergraduate students,musicians,volunteer,185,108,NA,NA,NA,NA,,James,"subjective vitality, perfectionism, adaptability, peer relationships, university-level music students, well-being"
1303,An Examination of Differential Item Functioning in a Rubric to Assess Solo Music Performance,2021,Musicae Scientiae,"Wesolowski, Brian C.",US,US,US,NA,155,NA,NA,adults; children,NA,volunteer,NA,NA,NA,classical,Western,precomposed,,James,"assessment, fairness, measurement error, Rasch, variability"
1304,An Examination of Differential Item Functioning in a Rubric to Assess Solo Music Performance,2021,Musicae Scientiae,"Wesolowski, Brian C.",US,online,US,white,34,35,NA,NA,non-musicians,paid,20,14,NA,NA,NA,NA,,James,"assessment, fairness, measurement error, Rasch, variability"
1305,Underdog Status Yields Support for Musicians,2021,Musicae Scientiae,"Michniewicz, Kenneth S.",US,online,US,white,65,32,NA,NA,non-musicians,paid,NA,NA,NA,pop,Western,precomposed,,James,"music, underdogs, social status"
1306,An investigation of empathy in male and female fans of aggressive music,2021,Musicae Scientiae,"Slade, Aimy",Australia,Australia,Australia,NA,108,21.43,4.97,undergraduate students,NA,course credit; paid,72,36,NA,death metal; classical; jazz,Western,precomposed,,James,"empathy, music, preference, aggression, violent media"
1307,Events versus time in the perception of nonadjacent key relationships,2021,Musicae Scientiae,"Spryer, Joanna",Canada,Canada,Canada,NA,51,19,0.79,undergraduate students,musicians; non-musicians,course credit,46,5,NA,artificial,Western,experimenter-created,,James,"harmony, memory, music, nonadjacency, perception"
1308,The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample,2021,Musicae Scientiae,"Lin, Hsin-Rui",Taiwan,Taiwan,Taiwan,NA,6,NA,NA,NA,musicians; non-musicians,volunteer,2,4,NA,artificial,Western,precomposed,,James,"test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
1309,The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample,2021,Musicae Scientiae,"Lin, Hsin-Rui",Taiwan,Taiwan,Taiwan,NA,9,32.78,3.15,NA,musicians; non-musicians,volunteer,NA,NA,NA,artificial,Western,precomposed,,James,"test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
1310,The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample,2021,Musicae Scientiae,"Lin, Hsin-Rui",Taiwan,Taiwan,Taiwan,NA,1065,26.55,8.62,NA,NA,volunteer,770,289,NA,artificial,Western,precomposed,,James,"test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
1311,A Three-Dimensional Model for Evaluating Individual Differences in Tempo and Tempo Variation in Musical Performance,2021,Musicae Scientiae,"Zhou, Danny Quan",China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,audio features extracted from recordings,James,"individual differences, tempo, music performance, performance assessment, music taxonomy, performance model, performance theory, piano performance, performance style"
1312,Effects of metrical dissonance and expertise on perceived emotion in Schumann’s Carnaval,2021,Musicae Scientiae,"Sommer, Jessica",US,US,US,NA,49,24.69,NA,undergraduate students,musicians; non-musicians,paid,NA,NA,NA,classical,Western,semi-precomposed,,James,"Schumann, emotion, metrical dissonance, expertise, rhythm and meter"
1313,Flow and music performance anxiety: The influence of contextual and background variables,2021,Musicae Scientiae,"Cohen, Susanna",Israel,Israel,Israel,NA,202,43.22,12.18,NA,musicians; non-musicians,volunteer,100,102,NA,NA,NA,NA,,James,"flow, music performance anxiety, performance, professional orchestral musicians, orchestral role, instrument, age"
1314,Taste and familiarity affect the experience of groove in popular music,2021,Musicae Scientiae,"Senn, Olivier",Switzerland,online,Germany,NA,233,39,13.4,NA,musicians; non-musicians,volunteer,54,178,NA,pop,Western,precomposed,,James,"Popular music, groove, music preference, song familiarity, funk, rock, pop, song-specific age"
1315,The audience as artist? The audience’s experience of participatory music,2021,Musicae Scientiae,"Toelle, Jutta",Germany,UK; Germany; Netherlands,UK; Germany; Netherlands,NA,273,NA,NA,audience,musicians; non-musicians,volunteer,NA,NA,NA,classical,Western,experimenter-created,,James,"audience research, contemporary music, participation, performance studies"
1316,It’s only rock ‘n roll (but I like it): Chord perception and rock’s liberal harmonic palette,2021,Musicae Scientiae,"Craton, Lincoln G",US,online,US,NA,199,NA,NA,NA,musicians; non-musicians,paid,NA,NA,NA,rock,Western,experimenter-created,,James,"harmonic hierarchy, rock harmony, harmonic expectancies, tonal hierarchy, harmony perception"
1317,It’s only rock ‘n roll (but I like it): Chord perception and rock’s liberal harmonic palette,2021,Musicae Scientiae,"Craton, Lincoln G",US,online,US,NA,188,NA,NA,NA,musicians; non-musicians,paid,NA,NA,NA,rock,Western,experimenter-created,,James,"harmonic hierarchy, rock harmony, harmonic expectancies, tonal hierarchy, harmony perception"
1318,A phenomenographic approach to understanding some Taiwanese music teachers’ experiences of creativity in the classroom,2021,Musicae Scientiae,"Wiles, Michael Ashley",Taiwan,Taiwan,Taiwan,NA,17,NA,NA,NA,musicians; non-musicians,volunteer,13,4,NA,NA,NA,NA,Interviews with participants so no stimuli,James,"music education, phenomenographic approach, teachers' conceptions, Taiwan, music teaching, music learning"
1319,"Relationships between practice, motivation, and examination outcomes",2021,Psychology of Music,"Hallam, Susan",UK,UK,UK,NA,2131,NA,NA,children,musicians,volunteer,NA,NA,NA,rock; classical,Western,precomposed,,James,"education, examination outcomes, instruments, motivation, practice"
1320,Motivation to pursue a career in music: The role of social constraints in university music programs,2021,Psychology of Music,"Miksza, Peter",US,US; Australia,US; Australia,NA,386,20.7,3.57,university students,musicians,volunteer,228,158,NA,NA,NA,NA,,James,"motivation, self-determination theory, perfectionism, competitiveness, career intentions"
1321,Motivation to pursue a career in music: The role of social constraints in university music programs,2021,Psychology of Music,"Miksza, Peter",US,online,US; Australia,NA,74,22.88,5.74,university students,musicians,volunteer,50,24,NA,NA,NA,NA,,James,"motivation, self-determination theory, perfectionism, competitiveness, career intentions"
1322,Extraversion and neuroticism: Associated responses to a positive mood induction,2021,Psychology of Music,"Fox, Andrew G.",US,online,US,white,152,NA,NA,NA,NA,volunteer,107,43,NA,classical,Western,precomposed,,James,"emotion, happiness, individual differences, personality, positive psychology"
1323,Musical expertise: Evidence from a pilot study on reaction times and time/frequency oscillatory responses,2021,Psychology of Music,"Caravaglios, Giuseppe",Italy,Italy,Italy,NA,18,22.9,1.5,NA,musicians; non-musicians,volunteer,9,9,11.1,artificial,NA,experimenter-created,,James,"musical expertise, EEG, power spectrum, ERSP, ITC, cognitive performance"
1324,Comparison of beliefs about teaching and learning of emotional expression in music performance between Spanish and English HE students of music,2021,Psychology of Music,"Bonastre, Carolina",Spain,Spain; UK,Spain; UK,NA,196,20.7,3.66,university students,musicians,volunteer,98,98,NA,NA,NA,NA,,James,"cross-cultural, emotion, expressivity, higher education, performance"
1325,Musical and cognitive abilities in older adults with mild cognitive impairment,2021,Psychology of Music,"Petrovsky, Darina V.",US,US,US,white,60,76.3,6.8,patients,musicians; non-musicians,volunteer,24,36,16.1,NA,NA,NA,,James,"aging, Alzheimer’s disease, mild cognitive impairment, cognitive testing, music"
