PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
Do Picardy Thirds Smile? Tonal Hierarchy and Tonal Valence: Explicit and Implicit Measures,2022,Music Perception,"Maimon, Neta",Israel,Israel,Israel,NA,40,26.95,4.45,NA,musicians; non-musicians,paid,NA,NA,NA,classical,Western,experimenter-created,,Imre Lahdelma,tonality; perceived emotion; emotional valence; probe-tone method; Implicit Association Test
Do Picardy Thirds Smile? Tonal Hierarchy and Tonal Valence: Explicit and Implicit Measures,2022,Music Perception,"Maimon, Neta",Israel,Israel,Israel,NA,20,23.7,3.44,NA,musicians; non-musicians,paid,NA,NA,NA,classical,Western,experimenter-created,,Imre Lahdelma,tonality; perceived emotion; emotional valence; probe-tone method; Implicit Association Test
"Investigating the Shared Meaning of Metaphorical Sound Attributes: Bright, Warm, Round, and Rough",2022,Music Perception,"Rosi, Victor",France,France,France,NA,32,NA,NA,Musicians and sound professionals,musicians,NA,9,23,NA,NA,Western,other,,Imre Lahdelma,timbre semantics; sound perception; sound expertise; free verbalization; expert communication
"Investigating the Shared Meaning of Metaphorical Sound Attributes: Bright, Warm, Round, and Rough",2022,Music Perception,"Rosi, Victor",France,Online,NA,NA,52,NA,NA,Musicians and sound professionals,musicians,NA,NA,NA,NA,NA,NA,NA,,Imre Lahdelma,timbre semantics; sound perception; sound expertise; free verbalization; expert communication
Real-Time Modulation Perception in Western Classical Music,2022,Music Perception,"Mizener, Brendon ",US,US,US,NA,180,22.88,5.49,NA,musicians; non-musicians,"course credit, volunteers",87,92,NA,classical,Western,precomposed,,Imre Lahdelma,modulation; tonic area; music training; modulation types; key tracking
Syncopation and Groove in Polyphonic Music: Patterns Matter,2022,Music Perception,"Sioros, George ",Norway,NA,NA,NA,35,32.4,6.7,NA,NA,volunteers,9,26,NA,rock; funk,Western,precomposed; semi-precomposed,,Imre Lahdelma,groove; syncopation; predictive coding; meter; generative algorithm
Music Empathizing and Music Systemizing are Associated with Music Listening Reward,2022,Music Perception,"Kreutz, Gunter ",Germany,Online,Germany,NA,202,26.06,8.66,NA,musicians; non-musicians,volunteers,127,70,NA,NA,NA,NA,,Imre Lahdelma,music empathizing; music systemizing; musical reward; music processing; conditional inference tree analysis
Children’s Sensitivity to Performance Expression and its Relationship to Children’s Empathy,2022,Music Perception,"Taher, Cecilia ",Germany,Germany,Germany,NA,27,9.7,1.19,Children,musicians,paid,17,10,NA,classical,Western,precomposed,,Imre Lahdelma,performer’s expression; empathy; children’s audience; mechanical performance; expressive performance
Musicians Can Reliably Discriminate Between String Register Locations on the Violoncello,2022,Music Perception,"Trevor, Caitlyn ",Switzerland,US,US,NA,48,NA,NA,Music students,musicians,volunteers,21,27,NA,NA,NA,experimenter-created,,Imre Lahdelma,vocal range location; register; violoncello; timbre; string register location
You Can Tell a Prodigy From a Professional Musician: A Replication of Comeau et al.’s (2017) Study,2022,Music Perception,"Pausch, Viola ",Germany,Online,Germany; Taiwan,NA,278,31.4,12.1,NA,musicians; non-musicians,volunteers,162,108,NA,classical,Western,precomposed,,Imre Lahdelma,musical prodigy; signal detection theory; replication study; wunderkind; precocity
"Emotions, Mechanisms, and Individual Differences in Music Listening: A Stratified Random Sampling Approach",2022,Music Perception,"Juslin, Patrik",Sweden,Sweden,Sweden,NA,44,33.57,14.13,NA,musicians; non-musicians,course credit; paid,22,22,NA,"classical/opera; jazz/blues; folk/singer-songwriter; classic rock;
heavy metal/hard rock; alternative/punk; country; pop; schlager/dansband; hip-hop/reggae; soul/funk; club/house
",Western,precomposed,,Imre Lahdelma,music; emotions; mechanisms; individual differences; acoustic features
Veridical and Schematic Memory for Harmony in Melody-and-Accompaniment Textures,2022,Music Perception,"Jimenez, Ivan",Finland,Online,NA,NA,120,42.44,11.29,NA,musicians; non-musicians,volunteers; paid,59,60,NA,pop,Western,semi-precomposed,,Imre Lahdelma,memory for harmony; schematic memory; veridical memory; chord substitution; melody-and-accompaniment texture
Unraveling the Filled Duration Illusion and its Stability in Repeated Measurements: Acoustic Stimuli and the Possible Prospect for Time in Music,2022,Music Perception,"Beckova, Adela ",Czech Republic,Czech Republic,Czech Republic,NA,61,23.7,5.98,NA,NA,volunteers; paid,42,19,NA,NA,NA,experimenter-created,,Imre Lahdelma,time illusion; time perception; tone pitch; reproduction; acoustic stimuli
"Appreciation of Form in Bach’s Well-Tempered Clavier: Effects of Structural Interventions on Perceived Coherence, Pleasantness, and Retrospective Duration Estimates",2022,Music Perception,"McDonald, Geoffrey ",Germany,Online,NA,NA,125,45,16,NA,musicians; non-musicians,volunteers,65,57,NA,classical,Western,semi-precomposed,,Imre Lahdelma,form perception; structure; coherence; music theory; baroque music
The influence of different levels of musical fit on the efficiency of audio-visual advertising,2022,Musicae Scientiae,"Herget, Ann-Kristin",Germany,Germany,Germany,NA,178,20.57,2.34,NA,NA,course credit,132,46,NA,NA,Western,precomposed,,Imre Lahdelma,musical fit; musical congruence; music in advertising; advertising effects; background music; effects of music
Cultural logics and modes of consumption: Unraveling the multiplicity of symbolic distinctions among concert audiences,2022,Musicae Scientiae,"Willekens, Mart",Belgium,Belgium,Belgium,NA,1568,30.8,NA,Concert audiences,NA,NA,759,809,NA,folk; electro; classical; rock,Western,precomposed,,Imre Lahdelma,correlational class analysis; cultural logics; modes of consumption; musical field; omnivorousness; highbrow/lowbrow; symbolic distinctions
Affective priming with musical chords is influenced by pitch numerosity,2022,Musicae Scientiae,"Lahdelma, Imre",UK,Online,NA,NA,40,32.2,9.9,NA,musicians; non-musicians,paid,24,16,NA,NA,NA,experimenter-created,,Imre Lahdelma,affective priming; chord; consonance; dissonance; numerosity; interval
Affective responses to European art music by Israeli Arabs and Israeli Jews: A cross-ethnic study,2022,Musicae Scientiae,"Ornoy, Eitan ",Israel,Israel,Israel,Arab; Jew,236,23.2,4.81,NA,musicians; non-musicians,volunteers,182,54,NA,classical,Western,precomposed,,Imre Lahdelma,cross-cultural research; induced emotions; affective responses; Israeli Arabs; emotion intensity; GEMS-9
Lifetime musical training and cognitive performance in a memory clinic population: A cross-sectional study,2022,Musicae Scientiae,"Fancourt, Daisy ",UK,Germany,Germany,NA,478,73.7,6.22,Elderly patients with different levels of cognitive impairment,musicians; non-musicians,NA,259,219,NA,NA,NA,NA,,Imre Lahdelma,arts; cognition; dementia; music; healthy ageing; resilience
"Music-based discharge, healthy music use, and unhealthy music use explain adaptive and maladaptive coping strategies in adults hospitalized with cancer: A cross-sectional investigation",2022,Musicae Scientiae,"Silverman, Michael ",US,US,US,White,139,NA,NA,Adults hospitalized with cancer,musicians; non-musicians,volunteers,87,52,NA,pop,Western,precomposed,,Imre Lahdelma,music-based affect regulation; healthy music use; unhealthy music use; coping; cancer; oncology
Prevalence and predictors of music performance anxiety in adolescent learners: Contributions of individual task-related and environmental factors,2022,Musicae Scientiae,"Papageorgi, Ioulia ",Cyprus,Cyprus; UK,Cyprus; UK,NA,410,15.33,NA,Adolescents,musicians,volunteers,238,172,NA,NA,NA,NA,,Imre Lahdelma,music performance anxiety; predictors; adolescence; cultural variability; developmental trajectory; multidimensional model
Voicelikeness as discursive strategy: An instrumental masterclass case study,2022,Musicae Scientiae,"Healy, Kristine Anne ",UK,UK,UK,NA,NA,NA,NA,Flute masterclass,musicians,NA,NA,NA,NA,classical,Western,precomposed,,Imre Lahdelma,discourse analysis; masterclass; music performance studies; vocality; case study; voicelikeness
The benefits of participation in a choir and an exercise group on older adults’ wellbeing in a naturalistic setting,2022,Musicae Scientiae,"Maury, Susan ",Australia,Australia,Australia,NA,65,70.34,7.53,NA,musicians; non-musicians,volunteers,54,11,NA,NA,NA,NA,,Imre Lahdelma,choir; exercise; social groups; wellbeing; ageing; social prescribing
The influence of music training on motoric inhibition in German preschool children,2022,Musicae Scientiae,"Dege, Franziska ",Germany,Germany,Germany,NA,25,6,0.41,Preschool children,musicians; non-musicians,paid,15,10,NA,NA,NA,other,,Imre Lahdelma,music training; children; preschoolers; inhibition; motoric inhibition; executive functions; music lessons
Quality of network support for the deliberate practice of popular musicians,2022,Musicae Scientiae,"Langler, Manuel ",Germany,Germany; Austria,Germany; Austria,NA,10,33.6,4.8,NA,musicians,NA,0,10,NA,NA,NA,NA,,Imre Lahdelma,"deliberate practice; developmental phases; expertise, music; persons in the shadow; social networks"
Using psycholinguistic inquiry and content analysis to investigate emotions in memories of musical experiences,2022,Musicae Scientiae,"Yinger, Olivia  ",US,US,US,NA,99,19.82,1.96,NA,musicians; non-musicians,volunteers,50,47,NA,NA,NA,NA,,Imre Lahdelma,music perception; emotion; feelings; language; content analysis
In defence of the familiar: Understanding conservatism in concert selection amongst classical music audiences,2022,Musicae Scientiae,"Price, Sarah ",UK,UK,UK,White,42,NA,NA,88% were more than 55 years old,musicians; non-musicians,volunteers,NA,NA,NA,classical; jazz; orchestral pop; film music,Western,precomposed,,Imre Lahdelma,audience research; classical music; qualitative; concert; orchestra
Mindfulness for musicians: A mixed methods study investigating the effects of 8-week mindfulness courses on music students at a leading conservatoire,2022,Musicae Scientiae,"Czajkowski, Anne-Marie",UK,UK,UK,NA,25,23,4.89,NA,musicians,volunteers,NA,NA,NA,NA,NA,NA,,Imre Lahdelma,mindfulness; music; instrumentalist; singer; musician; meditation; yoga; lesson; practice; performance
Processes and experiences of creative cognition in seven Western classical composers,2022,Musicae Scientiae,"Schiavio, Andrea ",Austria,Online,NA,NA,7,45.28,NA,Composers,musicians,volunteers,1,6,NA,NA,NA,NA,,Imre Lahdelma,musical creativity; composition; exploration; body; interaction
Validation of the Chinese Involuntary Musical Imagery Scale and its application in mainland China,2022,Musicae Scientiae,"Jue, Deng ",China,China; online,China,NA,581,19.5,3.64,Undergraduates,NA,NA,313,268,NA,NA,NA,NA,,Imre Lahdelma,involuntary musical imagery (INMI); Chinese IMIS; factor analysis; frequency of INMI; obsessive-compulsive traits
Validation of the Chinese Involuntary Musical Imagery Scale and its application in mainland China,2022,Musicae Scientiae,"Jue, Deng ",China,China; online,China,NA,427,19.58,1.45,Undergraduates,NA,NA,215,212,NA,NA,NA,NA,,Imre Lahdelma,involuntary musical imagery (INMI); Chinese IMIS; factor analysis; frequency of INMI; obsessive-compulsive traits
Making the unfamiliar familiar: The effect of exposure on ratings of unfamiliar musical chords,2022,Musicae Scientiae,"Smit, Eline",Australia,Australia,Australia,NA,60,23.9,8.2,Mostly psychology undergraduates,musicians; non-musicians,course credit; paid,44,16,NA,NA,NA,experimenter-created,,Imre Lahdelma,mere exposure; microtonality; chords; affect; consonance; valence
Making the unfamiliar familiar: The effect of exposure on ratings of unfamiliar musical chords,2022,Musicae Scientiae,"Smit, Eline",Australia,Australia,Australia,NA,60,23.7,7.7,Psychology undergraduates,musicians; non-musicians,course credit,48,12,NA,NA,NA,experimenter-created,,Imre Lahdelma,mere exposure; microtonality; chords; affect; consonance; valence
Fans of violent music: The role of passion in positive and negative emotional experience,2022,Musicae Scientiae,"Olsen, Kirk",Australia,Online,NA,NA,145,20.83,4.29,First-year psychology students,musicians; non-musicians,NA,104,39,NA,metal; rap; classical,Western,precomposed,,Imre Lahdelma,music; emotion; violence; psychosocial functions; passion
Embodiment in composition: 4E theoretical considerations and empirical evidence from a case study,2022,Musicae Scientiae,"Pohjannoro, Ulla ",Finland,Finland,Finland,NA,1,NA,NA,Case-study of a composer,musicians,NA,0,1,NA,classical,Western,other,,Imre Lahdelma,composer; embodiment; enaction; learning; non-discursive knowledge; performance; 4E cognition
The role of personality and self-efficacy in music students’ health-promoting behaviours,2022,Musicae Scientiae,"Cohen, Susanna ",Israel,South Africa,South Africa,NA,155,20,2.04,Undergraduate music students,musicians,volunteers,106,49,NA,NA,NA,NA,,Imre Lahdelma,musicians; music students; health-promoting behaviours; Big Five; general self-efficacy
Musical features that aid sleep,2022,Musicae Scientiae,"Dickson, Gaelen ",Australia,Online,Australia,NA,161,20.78,1.81,NA,musicians; non-musicians,course credit,106,55,NA,alternative; ambient; classical; electronic; film music; folk; jazz; pop; R&B; religious; rock,Western,precomposed,,Imre Lahdelma,"sleep; music, therapy; insomnia; features"
Induced empathy moderates emotional responses to expressive qualities in music,2022,Musicae Scientiae,"O’Neill, Katherine ",UK,Online,UK,NA,229,36,NA,Highly educated,musicians; non-musicians,NA,134,56,NA,film music,Western,precomposed,,Imre Lahdelma,music; emotion; empathy
