PaperTitle,Year,Journal,FirstAuthorName_cleaned,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,FemaleParticipantsNumber,MaleParticipantsNumber,SampleMusicianshipDescription,SamplingMethodDescription,SampleOtherDescription,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
Implicit knowledge and memory for musical stimuli in musicians and non-musicians,2020,Psychology of Music,"Thorpe, Lisa",UK,UK,UK,NA,32,19.06,1.289,19,13,musicians; non-musicians,NA,university students,NA,artificial,NA,experimenter-created,NA,Nashra,"music, musician, implicit learning, implicit memory"
All about that bass: Audio filters on basslines determine groove and liking in electronic dance music,2020,Psychology of Music,"Lustig, Ethan",US,US,US,NA,102,20.24,1.48,75,27,non-musicians,course credit,undergraduate students,NA,artificial,Western,experimenter-created,NA,Nashra,"dance, embodiment, experimental aesthetics, movement, popular music, preference, timbre"
Tuning the inner radio: The mental control of musical imagery in everyday environments,2020,Psychology of Music,"Cotter, Katherine N.",US,US,US,NA,58,19.45,1.45,38,16,musicians; non-musicians,paid,university students,NA,NA,NA,NA,survey,Nashra,"experience sampling, imagery, mental control, musical expertise, musical imagery"
Affective and Cognitive Responses to Musical Performances of Early 20th Century Classical Solo Piano Compositions: The Influence of Musical Expertise and Audio-visual Perception,2021,Music Perception,"Broughton, Mary C.",Australia,Australia,Australia,NA,75,23.65,9.31,55,20,musicians; non-musicians,volunteer,NA,NA,classical,Western,precomposed,,James,"musical performance and expertise, perception-action, audio-visual perception, felt affect, empathy"
Impact of Music on First Pain and Temporal Summation of Second Pain: A Psychophysical Pilot Study,2021,Music Perception,"Cabon, Mathilde",France,France,France,NA,27,23.11,3.03,13,14,NA,volunteer,NA,NA,jazz; classical; rock,Western,precomposed,,James,"music, neuromodulation, first pain, temporal summation, diffuse noxious inhibitory control"
Timbre Vibrato Perception and Description,2021,Music Perception,"Almeida, Andre",Australia,Australia,Australia,NA,168,20.59,NA,107,69,musicians; non-musicians,course credit,university students,NA,artificial,NA,experimenter-created,,James,"vibrato, perception, timbre, loudness, depth"
Temporal Perception and Attention in Trained Musicians,2021,Music Perception,"Vibell, Jonas",US,US,US,NA,40,25,9.19,21,19,musicians; non-musicians,paid; course credit,NA,NA,animal sounds,NA,experimenter-created,,James,"music training, temporal order judgements, attention, supramodal attentional system, crossmodal"
Consonance Preferences Within an Unconventional Tuning System,2021,Music Perception,"Friedmann, Ronald S",US,US,US,NA,110,18.81,1.39,55,55,musicians; non-musicians,course credit,undergraduate students,NA,artificial,NA,experimenter-created,,James,"consonance, harmonicity, chords, Bohlen-Pierce, vocal similarity"
Wait for it:an EEG exploration of excitement in dance music,2021,Music Perception,"Turrell, Amelia S.",UK,UK,UK,white,36,20.36,4.87,24,12,musicians; non-musicians,course credit,undergraduate students,NA,dance,Western,precomposed,,James,"break routines, peak-pleasurable emotions, expectancy, inferior frontal gyrus (IFG), middle frontal gyrus (MFG)"
REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION,2021,Music Perception,"Frane, Andrew V.",US,US,US,NA,50,20,NA,36,14,musicians; non-musicians,course credit,university students,NA,NA,Western,experimenter-created,,James,"melody, rhythm, tapping, memory, recall"
REPRODUCTION ACCURACY FOR SHORT RHYTHMS FOLLOWING MELODIC OR MONOTONIC PRESENTATION,2021,Music Perception,"Frane, Andrew V.",US,US,US,NA,50,21,NA,31,19,musicians; non-musicians,course credit,university students,NA,artificial,Western,experimenter-created,,James,"melody, rhythm, tapping, memory, recall"
PLAYING IT STRAIGHT: ANALYZING JAZZ SOLOISTS’ SWING EIGHTH-NOTE DISTRIBUTIONS WITH THE WEIMAR JAZZ DATABASE,2021,Music Perception,"Corcoran, Christopher ",UK,online,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jazz,Western,precomposed,corpus study,James,"swing, BUR, microrhythm, jazz, corpus analysis"
Establishing the Reliability and Validity of Web-based Singing Research,2021,Music Perception,"Tan, Yi Ting",Australia,online,NA,NA,337,31.05,9.06,268,69,musicians; non-musicians,NA; course credit,undergraduate students,NA,classical,Western,precomposed,,James,"singing ability, online assessment, reliability, validity, web-based research"
Assessing Music Expertise: The Berlin Gehoerbildung Scale,2021,Music Perception,"Li, Zeyong",Germany,Germany,Germany,NA,59,22.25,3.81,20,39,musicians,paid,children; university students,NA,artificial,Western,experimenter-created,,James,"music expertise, musicians, multidimensional assessment, structural equation modeling, hierarchical factor model"
Probe Tone Paradigm Reveals Less Differentiated Tonal Hierarchy in Rock Music,2021,Music Perception,"Vuvan, Dominique T.",US,US,US,NA,37,21.3,2.37,25,12,musicians; non-musicians,course credit,undergraduate students,NA,rock; classical,Western,experimenter-created,,James,"tonal hierarchy, probe tone, pitch, popular music, style"
Phenomenological Differences in Music- and Television-Evoked Autobiographical Memories,2021,Music Perception,"Jakubowski, Kelly",UK,UK,UK,NA,657,45.6,16.7,336,321,musicians; non-musicians,paid,NA,NA,NA,NA,NA,,James,"autobiographical memory, music-evoked autobiographical memory, aging, gender differences, music in everyday life"
Singing in the brain: Investigating the Cognitive Basis of Earworms,2021,Music Perception,"Killingly, Calula",Australia,Australia,Australia,NA,30,27.1,7.38,20,10,NA,volunteer,NA,NA,pop; rock,Western,precomposed,,James,"earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
Singing in the brain: Investigating the Cognitive Basis of Earworms,2021,Music Perception,"Killingly, Calula",Australia,Australia,Australia,NA,50,21.58,8.68,42,8,NA,volunteer,undergraduate students,NA,pop; rock,Western,precomposed,,James,"earworm, involuntary musical imagery, phonological loop, working memory, subvocal rehearsal"
Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,40,23.3,3.9,23,17,musicians; non-musicians,volunteer,university students,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,44,22.4,3.15,29,15,musicians; non-musicians,volunteer,university students,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
Instrument Timbre Enhances Perceptual Segregation in Orchestral Music,2021,Music Perception,"Fischer, Manda",Canada,Canada,Canada,NA,40,23.48,3.05,25,15,musicians; non-musicians,volunteer,university students,NA,classical,Western,semi-precomposed,,James,"musical timbre, auditory stream segregation, orchestration, blend, audio descriptors"
Music to Your Ears: Sentence Sonority and Listener Background Modulate the “Speech-to-Song Illusion”,2021,Music Perception,"Rathcke, Tamara",Germany,France; UK,France; UK,NA,40; 40,27,NA,59,21,musicians; non-musicians,paid,university students,NA,NA,NA,NA,speech-to -song so no music stimuli,James,"speech-to-song illusion, perceptual transformation, phonological sonority, L2-processing, L2-proficiency"
What Drives Narrative Engagement With Music?,2021,Music Perception,"McAuley, J. Devin",US,US; China,US; China,NA,475; 147,19.1; 46.6,1.7; 14.5,318; 126,NA,musicians; non-musicians,course credit,university+,NA,classical,Western; China,precomposed,,James,"music, narrative, imagination, culture, communication"
What Drives Narrative Engagement With Music?,2021,Music Perception,"McAuley, J. Devin",US,US,NA,NA,87,19.5,0.8,50,NA,musicians; non-musicians,course credit,undergraduate students,NA,classical,Western,semi-precomposed,,James,"music, narrative, imagination, culture, communication"
Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions,2021,Music Perception,"Wallmark, Zachary",US,US,US,NA,140,19.77,1.61,100,40,musicians; non-musicians,course credit,undergraduate students,NA,artificial,Western,precomposed,,James,"timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
Does Timbre Modulate Visual Perception? Exploring Crossmodal Interactions,2021,Music Perception,"Wallmark, Zachary",US,US,US,NA,90,19.73,2.14,54,36,NA,course credit,undergraduate students,NA,artificial,NA,experimenter-created,,James,"timbre, multisensory integration, crossmodal correspondences, visual perception, semantics"
The Perceptual Attraction of Pre-Dominant Chords,2021,Music Perception,"Brown, Jenine",US,online,US,NA,59,19.69,1.68,NA,NA,musicians; non-musicians,paid,undergraduate students,NA,artificial,Western,experimenter-created,,James,"musical attraction, perception, pre-dominant, chord progression, harmony"
Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,US,NA,30,NA,NA,NA,NA,musicians,volunteer,undergraduate students,NA,artificial,Western,experimenter-created,,James,"expectation, computational models, corpus, perception, pitch"
Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,US,NA,30,NA,NA,NA,NA,musicians,volunteer,undergraduate students,NA,artificial,Western,experimenter-created,,James,"expectation, computational models, corpus, perception, pitch"
Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,2021,Music Perception,"Schwitzgebel, Emily",US,US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,corpus study,James,"expectation, computational models, corpus, perception, pitch"
The Metaphor of Sweetness in Medieval and Modern Music Listening,2021,Music Perception,"Stoessel, Jacob",Australia,Australia,Australia,NA,48,35.8,16.76,30,18,musicians; non-musicians,paid,NA,NA,classical,Western,precomposed,,James,"modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
The Metaphor of Sweetness in Medieval and Modern Music Listening,2021,Music Perception,"Stoessel, Jacob",Australia,Australia,Australia,NA,39,36.41,16.74,26,13,musicians; non-musicians,paid,NA,NA,artificial,Western,experimenter-created,,James,"modern musical listening, medieval aesthetics, sweetness, consonance, music perception"
Experience of Groove Questionnaire: German Translation and Validation,2021,Music Perception,"Duvel, Nina",Germany,online,Germany,NA,455,43.8,15.1,223,230,musicians; non-musicians,volunteer; paid,NA,NA,pop; rock; classical,Western; Mali; Bulgaria; Morocco,precomposed,,James,"groove, body movement, pleasure, questionnaire, entrainment"
PERCEPTION OF MUSIC AND SPEECH PROSODY AFTER SEVERE TRAUMATIC BRAIN INJURY,2021,Music Perception,"Leard-Schneider, Laurene",France,France,France,NA,31,38.1,12.14,10,21,NA,volunteer,patients,11.61,artificial,Western,precomposed,,James,"emotion perception, acquired amusia, intonation processing, auditory cognition, nonverbal information"
Reassessing Syntax-Related ERP Components Using Popular Music Chord Sequences: A Model-Based Approach,2021,Music Perception,"Goldman, Andrew",US,US,US,NA,30,29.93,9.02,16,13,NA,paid,NA,NA,rock; pop,Western,precomposed,,James,"EEG, ERP, music and language, cognitive neuroscience, statistical learning"
Influence of Regular Rhythmic Versus Textural Sound Sequences on Semantic and Conceptual Processing,2021,Music Perception,"Canette, Laure-Helene",France,France,France,NA,25,21.28,2.89,19,6,musicians; non-musicians,course credit,university students,NA,pop; classical,Western,experimenter-created; semi-precomposed,,James,"semantics, music, rhythm, texture, conceptual priming"
Perception of Musicality and Emotion in Signed Songs,2021,Music Perception,"Mangelsdorf, Heather H.",US,US,US,NA,44,26.81,5.67,22,21,non-musicians,volunteer,patients,,pop; rock,Western,semi-precomposed,,James,"American Sign Language, signed songs, gesture, emotion, perception"
REOPENING THE CONVERSATION BETWEEN MUSIC PSYCHOLOGY AND MUSIC THERAPY:A SURVEY OF INTERDISCIPLINARY ATTITUDES,2021,Music Perception,"Carlson, Emily",Finland,online,US,NA,123,38.71,NA,91,32,NA,volunteer,NA,,NA,NA,NA,,James,"interdisciplinarity, music therapist, music psychologists, survey, mixed-methods"
On the Roles of Complexity and Symmetry in Cued Tapping of Well-formed Complex Rhythms: Descriptive Statistics and Time Series Analysis,2021,Music Perception,"Dean, Roger",Australia,Australia,Australia,NA,111,22.4,6.2,89,21,musicians; non-musicians,course credit,undergraduate students,NA,artificial,NA,experimenter-created,,James,"well-formed rhythms, complexity, tapping, asymmetry, cognition and production"
"Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,Musicae Scientiae,"Voelker, Juliane",Germany,Germany,Germany,NA,66,24.11,7.08,51,15,NA,course credit; paid,undergraduate students,NA,pop; classical,Western,precomposed,,James,"BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
"Personalising music for more effective mood induction: Exploring activation, underlying mechanisms, emotional intelligence, and motives in mood regulation",2021,Musicae Scientiae,"Voelker, Juliane",Germany,Germany,Germany,NA,149,21.79,4.04,129,20,NA,course credit; paid,undergraduate students,NA,pop; classical,Western,precomposed,,James,"BRECVEMA framework, emotional intelligence (EI), music in mood regulation (MMR), musical mood induction procedure (MMIP), reciprocal-feedback model (RFM)"
Enjoying sad music: A test of the prolactin theory,2021,Musicae Scientiae,"Ladinig, Oliva",US,US,US,NA,39,NA,NA,25,14,NA,volunteer,NA,NA,NA,NA,precomposed,music taken from participants' playlists,James,"prolactin, sadness, music, pleasure, stress, emotion, mood, personality, loneliness, hormones"
Active music making facilitates prosocial behaviour in 18-month-old children,2021,Musicae Scientiae,"Buren, Verena",Germany,Germany,Germany,NA,50,1.5,NA,24,26,NA,volunteer,infants,NA,childrens,Western,precomposed,,James,"helping, infants, music, joint music making, synchrony, prosocial behaviour"
