"","PaperTitle","Year","Journal","FirstAuthorName_cleaned","FirstAuthorCountry","CountryDataCollected","SamplePrimaryCountryofOrigin","Ethnicity","SampleSize","SampleAgeMean","SampleAgeSD","FemaleParticipantsNumber","MaleParticipantsNumber","SampleMusicianshipDescription","SamplingMethodDescription","SampleOtherDescription","MeanYearsEducation","MusicPrimaryGenre","MusicOriginCountry","MusicSource","Comments","CoderName","Keywords"
"1294","“A reward rather than a right”: Facilitators’ perspectives on the place of music in Norwegian prison exceptionalism",2021,"Musicae Scientiae","Maingoang, Aine","Norway","Norway","Norway",NA,"10",NA,NA,"3","7","musicians","volunteer","clinicians",NA,NA,NA,NA,"music therapy paper; no details provided on the music itself","JA","music making, prison arts, music facilitators, thematic analysis, prison, Norway, Scandinavian exceptionalism"
"1295","Musical communities in the society of captives: Exploring the impact of music making on the social world of prison",2021,"Musicae Scientiae","Doxat-Pratt, Sarah","UK","UK","UK",NA,"58",NA,NA,"5","53","musicians; non-musicians","volunteer",NA,NA,NA,NA,NA,"music therapy paper; no details provided on the music itself","JA","music, prison, musical communities, song writing, pains of imprisonment, removal activities"
"1296","Fugue for Four Voices: Building narratives through music behind bars",2021,"Musicae Scientiae","Lamela, Ines","Portugal","Portugal","Portugal",NA,"4",NA,NA,"4","0","non-musicians","volunteer",NA,NA,"classical","Western","experimenter-created","","JA","music in prisons, community music, women in prison, narrative, piano"
"1297","",2021,"Musicae Scientiae","Corpas, Juan N.","Colombia","Colombia","Colombia",NA,NA,NA,NA,NA,NA,NA,"volunteer",NA,NA,"traditional","Colombian","precomposed","observation of music festivals, so n undefined","JA","Afro-Colombian culture, forced migration, performance, religious celebrations, traditional musics"
"1298","Promoting prosociality in Colombia: Is music more effective than other cultural interventions?",2021,"Musicae Scientiae","Cespedes-Guevara, Julian","Colombia","Colombia","Colombia",NA,"40","11.3","1.51",NA,NA,"musicians","volunteer","children",NA,NA,NA,NA,"music vs dance intervention: genre not reported","JA","music making, prosocial, empathy, non-formal learning, music, dance, football"
"1299","Promoting prosociality in Colombia: Is music more effective than other cultural interventions?",2021,"Musicae Scientiae","Cespedes-Guevara, Julian","Colombia","Colombia","Colombia",NA,"9",NA,NA,NA,NA,NA,"volunteer",NA,NA,NA,NA,NA,"qualitative study; few details given of participants","JA","music making, prosocial, empathy, non-formal learning, music, dance, football"
"1300","Configurations of hope at the Afghanistan National Institute of Music",2021,"Musicae Scientiae","Howell, Gillian","Australia","UAE","Afghanistan",NA,"11",NA,NA,NA,NA,"musicians","volunteer","adults; children",NA,NA,NA,NA,"qualitative study; few details given of participants","JA","music education, social transformation, social impact of music, agency"
"1301","Wellness Among University-level Music Students: A Study of the Predictors of Subjective Vitality",2021,"Musicae Scientiae","Miksza, Peter","US","US","US",NA,"293","21.83","4.31","185","108","musicians","volunteer","undergraduate students",NA,NA,NA,NA,"","JA","subjective vitality, perfectionism, adaptability, peer relationships, university-level music students, well-being"
"1302","An Examination of Differential Item Functioning in a Rubric to Assess Solo Music Performance",2021,"Musicae Scientiae","Wesolowski, Brian C.","US","US","US",NA,"155",NA,NA,NA,NA,NA,"volunteer","adults; children",NA,"classical","Western","precomposed","","JA","assessment, fairness, measurement error, Rasch, variability"
"1303","An Examination of Differential Item Functioning in a Rubric to Assess Solo Music Performance",2021,"Musicae Scientiae","Wesolowski, Brian C.","US","online","US","white","34","35",NA,"20","14","non-musicians","paid",NA,NA,NA,NA,NA,"","JA","assessment, fairness, measurement error, Rasch, variability"
"1304","Underdog Status Yields Support for Musicians",2021,"Musicae Scientiae","Michniewicz, Kenneth S.","US","online","US","white","65","32",NA,NA,NA,"non-musicians","paid",NA,NA,"pop","Western","precomposed","","JA","music, underdogs, social status"
"1305","An investigation of empathy in male and female fans of aggressive music",2021,"Musicae Scientiae","Slade, Aimy","Australia","Australia","Australia",NA,"108","21.43","4.97","72","36",NA,"course credit; paid","undergraduate students",NA,"death metal; classical; jazz","Western","precomposed","","JA","empathy, music, preference, aggression, violent media"
"1306","Events versus time in the perception of nonadjacent key relationships",2021,"Musicae Scientiae","Spryer, Joanna","Canada","Canada","Canada",NA,"51","19","0.79","46","5","musicians; non-musicians","course credit","undergraduate students",NA,"artificial","Western","experimenter-created","","JA","harmony, memory, music, nonadjacency, perception"
"1307","The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample",2021,"Musicae Scientiae","Lin, Hsin-Rui","Taiwan","Taiwan","Taiwan",NA,"6",NA,NA,"2","4","musicians; non-musicians","volunteer",NA,NA,"artificial","Western","precomposed","","JA","test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
"1308","The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample",2021,"Musicae Scientiae","Lin, Hsin-Rui","Taiwan","Taiwan","Taiwan",NA,"9","32.78","3.15",NA,NA,"musicians; non-musicians","volunteer",NA,NA,"artificial","Western","precomposed","","JA","test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
"1309","The Chinese version of the Gold-MSI: Adaptation and validation of an inventory for the measurement of musical sophistication in a Taiwanese sample",2021,"Musicae Scientiae","Lin, Hsin-Rui","Taiwan","Taiwan","Taiwan",NA,"1065","26.55","8.62","770","289",NA,"volunteer",NA,NA,"artificial","Western","precomposed","","JA","test adaptation, reliability, validity, musical sophistication, expertise, musical ability"
"1310","A Three-Dimensional Model for Evaluating Individual Differences in Tempo and Tempo Variation in Musical Performance",2021,"Musicae Scientiae","Zhou, Danny Quan","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"classical","Western","precomposed","audio features extracted from recordings","JA","individual differences, tempo, music performance, performance assessment, music taxonomy, performance model, performance theory, piano performance, performance style"
"1311","Effects of metrical dissonance and expertise on perceived emotion in Schumann’s Carnaval",2021,"Musicae Scientiae","Sommer, Jessica","US","US","US",NA,"49","24.69",NA,NA,NA,"musicians; non-musicians","paid","undergraduate students",NA,"classical","Western","semi-precomposed","","JA","Schumann, emotion, metrical dissonance, expertise, rhythm and meter"
"1312","Flow and music performance anxiety: The influence of contextual and background variables",2021,"Musicae Scientiae","Cohen, Susanna ","Israel","Israel","Israel",NA,"202","43.22","12.18","100","102","musicians; non-musicians","volunteer",NA,NA,NA,NA,NA,"","JA","flow, music performance anxiety, performance, professional orchestral musicians, orchestral role, instrument, age"
"1313","Taste and familiarity affect the experience of groove in popular music",2021,"Musicae Scientiae","Senn, Olivier","Switzerland","online","Germany",NA,"233","39","13.4","54","178","musicians; non-musicians","volunteer",NA,NA,"pop","Western","precomposed","","JA","Popular music, groove, music preference, song familiarity, funk, rock, pop, song-specific age"
"1314","The audience as artist? The audience’s experience of participatory music",2021,"Musicae Scientiae","Toelle, Jutta","Germany","UK; Germany; Netherlands",NA,NA,"273",NA,NA,NA,NA,"musicians; non-musicians","volunteer","audience",NA,"classical","Western","experimenter-created","","JA","audience research, contemporary music, participation, performance studies"
"1315","It’s only rock ‘n roll (but I like it): Chord perception and rock’s liberal harmonic palette",2021,"Musicae Scientiae","Craton, Lincoln G","US","online","US",NA,"199",NA,NA,NA,NA,"musicians; non-musicians","paid",NA,NA,"rock","Western","experimenter-created","","JA","harmonic hierarchy, rock harmony, harmonic expectancies, tonal hierarchy, harmony perception"
"1316","It’s only rock ‘n roll (but I like it): Chord perception and rock’s liberal harmonic palette",2021,"Musicae Scientiae","Craton, Lincoln G","US","online","US",NA,"188",NA,NA,NA,NA,"musicians; non-musicians","paid",NA,NA,"rock","Western","experimenter-created","","JA","harmonic hierarchy, rock harmony, harmonic expectancies, tonal hierarchy, harmony perception"
"1317","A phenomenographic approach to understanding some Taiwanese music teachers’ experiences of creativity in the classroom",2021,"Musicae Scientiae","Wiles, Michael Ashley","Taiwan","Taiwan","Taiwan",NA,"17",NA,NA,"13","4","musicians; non-musicians","volunteer",NA,NA,NA,NA,NA,"Interviews with participants so no stimuli","JA","music education, phenomenographic approach, teachers' conceptions, Taiwan, music teaching, music learning"
"1318","Relationships between practice, motivation, and examination outcomes",2021,"Psychology of Music","Hallam, Susan","UK","UK","UK",NA,"2131",NA,NA,NA,NA,"musicians","volunteer","children",NA,"rock; classical","Western","precomposed","","JA","education, examination outcomes, instruments, motivation, practice"
"1319","Motivation to pursue a career in music: The role of social constraints in university music programs",2021,"Psychology of Music","Miksza, Peter","US","US; Australia",NA,NA,"386","20.7","3.57","228","158","musicians","volunteer","university students",NA,NA,NA,NA,"","JA","motivation, self-determination theory, perfectionism, competitiveness, career intentions"
"1320","Motivation to pursue a career in music: The role of social constraints in university music programs",2021,"Psychology of Music","Miksza, Peter","US","online",NA,NA,"74","22.88","5.74","50","24","musicians","volunteer","university students",NA,NA,NA,NA,"","JA","motivation, self-determination theory, perfectionism, competitiveness, career intentions"
"1321","Extraversion and neuroticism: Associated responses to a positive mood induction",2021,"Psychology of Music","Fox, Andrew G.","US","online","US","white","152",NA,NA,"107","43",NA,"volunteer",NA,NA,"classical","Western","precomposed","","JA","emotion, happiness, individual differences, personality, positive psychology"
"1322","Musical expertise: Evidence from a pilot study on reaction times and time/frequency oscillatory responses",2021,"Psychology of Music","Caravaglios, Giuseppe","Italy","Italy","Italy",NA,"18","22.9","1.5","9","9","musicians; non-musicians","volunteer",NA,"11.1","artificial",NA,"experimenter-created","","JA","musical expertise, EEG, power spectrum, ERSP, ITC, cognitive performance"
"1323","Comparison of beliefs about teaching and learning of emotional expression in music performance between Spanish and English HE students of music",2021,"Psychology of Music","Bonastre, Carolina","Spain","Spain; UK","Spain; UK",NA,"117; 79","21.0; 20.2","3.3; 4.1","58; 40",NA,"musicians","volunteer","university students",NA,NA,NA,NA,"","JA","cross-cultural, emotion, expressivity, higher education, performance"
"1324","Musical and cognitive abilities in older adults with mild cognitive impairment",2021,"Psychology of Music","Petrovsky, Darina V.","US","US","US","white","60","76.3","6.8","24","36","musicians; non-musicians","volunteer","patients","16.1",NA,NA,NA,"","JA","aging, Alzheimer’s disease, mild cognitive impairment, cognitive testing, music"
"1325","Persisting with a music career despite the insecurity: When social and motivational resources really matter",2021,"Psychology of Music","Parker, Stacey L.","Australia","online",NA,NA,"200","37.01","12.75",NA,"124","musicians",NA,NA,NA,NA,NA,NA,"Average experience in the music industry was 16.28 years","JA","music career, career insecurity, coworker support, work motivation, emotional exhaustion, drinking behavior"
"1326","Video feedback and the self-evaluation of college-level guitarists during individual practice",2021,"Psychology of Music","Boucher, Mathieu","Canada","Canada","Canada",NA,"16","18.5","1.5","3","13","musicians","volunteer","university students",NA,"classical","Western","precomposed","","JA","music performance, music practice, video feedback, self-evaluation, self-regulation"
