PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,FemaleParticipantsNumber,MaleParticipantsNumber,,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
Expressing melodic grouping discontinuities: Evidence from violinists’ rubato and motion,2020,Musicae Scientiae,"Huberth, Madeline",US,US,US,NA,6,NA,NA,NA,NA,,NA,musicians,paid,NA,western classical,Austria,semi-composed,NA,Nashra,"Movement, performance, interpretation, embodied cognition, melodic grouping"
The influence of film music on moral judgments of movie scenes and felt emotions,2020,Musicae Scientiae,"Steffens, Jochen",Germany,NA,NA,NA,252,34.2,11,113,139,,NA,NA,NA,NA,western,NA,experimenter-created,NA,Nashra,"effects of music, emotion, film music, moral foundations, moral judgments, soundtrack"
Improvisation experience predicts how musicians categorize musical structures,2020,Musicae Scientiae,"Goldman, Andrew",US,US,US,NA,40,25.28,5.52,16,24,,NA,musicians,paid,NA,artificial,western,experimenter-created,NA,Nashra,"Improvisation, concepts and categories, creativity, EEG, auditory perception/cognition"
Music as a trigger of religious experience: What role does culture play?,2020,Musicae Scientiae,"Demmrich, Sarah",Germany,NA,Germany; Turkey,NA,63; 84,22.89; 20.98,6.29; 2.08,47; 63,16; 21,,NA,NA,NA,NA,NA,NA,NA,survey,Nashra,"Religious experience, emotions, culture, Islam, Turkey"
A longitudinal study of the development of expressive timing,2020,Musicae Scientiae,"Demos, Alexander P.",US,NA,Brazil,NA,1,NA,NA,1,NA,,NA,musicians,NA,NA,western classical,western,pre-composed,NA,Nashra,"Music performance, musical expression, musical interpretation, performance memory, music practice"
Conceptual rather than perceptual: Cross-modal binding of pitch sequencing is based on an underlying schematic structure,2020,Musicae Scientiae,"Antovic, Mihailo",Serbia,Serbia,Serbia,White,40; 40,8.8; 20.15,0.4; 0.85,25; 33,15; 7,,children; adults,non-musicians,NA,NA,artificial,western,experimenter-created,NA,Nashra,"concepts, cross-modal correspondence, movement, pitch, schemas"
"Music engagement and well-being in Chinese adolescents: Emotional awareness, positive emotions, and negative emotions as mediating processes",2020,Musicae Scientiae,"Leung, Man Chong",Hong Kong,Hong Kong,Hong Kong,Asian,1318,13.51,1.28,627,691,,adoloscents,NA,NA,NA,NA,NA,NA,survey,Nashra,"Music engagement, emotional awareness, positive emotions, negative emotions, well-being, adolescence"
Evaluating the impact of a generalist teacher-led music program on early childhood school children’s singing skills and attitudes to music,2020,Musicae Scientiae,"Barrett, Margaret S.",Australia,Australia,Australia,NA,292,NA,NA,NA,NA,,children,non-musicians,NA,NA,nursery rhyme,western,pre-composed,NA,Nashra,"early childhood, generalist music education, music development, singing, teacher development"
The terror management effects of a disaster song,2020,Musicae Scientiae,"Higgins, Laura",Canada,Canada,Canada,NA,149,NA,NA,117,32,,university students,NA,NA,NA,Folk,Canada,pre-composed,survey,Nashra,"death, emotion, functions of music, pain, popular music, pro-social behaviour, social psychology"
"Musical training improves memory for instrumental music, but not vocal music or words",2020,Musicae Scientiae,"Wilbiks, Jonathan M. P.",Canada,Canada,Canada,NA,20; 20,22.7; 22.2,8.5; 8.7,16; 15,4; 5,,university students,musicians; non-musicians,NA,NA,pop; western classical,western,pre-composed,survey,Nashra,"Memory, transfer effects, training, short term memory, cognition"
Exploring lived experiences of spirituality amongst five Dalcroze teachers,2020,Musicae Scientiae,"van der Merwe, Liesl",UK,NA,Europe; North America; Asia,NA,5,NA,NA,NA,NA,,Dalcroze teachers,musicians,NA,NA,spiritual,NA,NA,NA,Nashra,"Dalcroze Eurhythmics, Dalcroze teachers, I poems, interpretative phenomenological analysis (IPA), lived experience, spirituality"
"The subjective, human experience of groove: A phenomenological investigation",2020,Musicae Scientiae,"Hosken, Fred",US,NA,NA,NA,14,NA,NA,NA,NA,,NA,NA,NA,NA,funk,western,semi-composed,NA,Nashra,"groove, listening, perception, phenomenology, qualitative"
What helps jazz musicians name tunes from harmony? The relationship between work with harmony and the ability to identify well-known jazz standards from chord progressions,2020,Musicae Scientiae,"Jimenez, Ivan",Finland,Finland,Finland; US; Canada; Germany; UK; Finland; Australia; Netherlands,NA,71,32.9,13.03,16,55,,NA,musicians,NA,NA,jazz,western,semi-composed,NA,Nashra,"chord progressions, episodic memory, jazz, memory for harmony, musical training"
How listening to music and engagement with other media provide a sense of belonging: An exploratory study of social surrogacy,2020,Musicae Scientiae,"Schafer, Katharina",Finland,Europe,Europe,NA,374,28.2,7.93,220,159,,NA,non-musicians,voucher,NA,NA,NA,NA,survey,Nashra,"belonging, literary fiction, music listening, parasocial relationships, social surrogacy"
Cognitive sex differences in effects of music in Wisconsin Card Sorting Test,2020,Musicae Scientiae,"Feizpour, Azadeh",Australia,Australia,Australia,NA,70,NA,NA,40,30,,undergraduate students,NA,NA,NA,pop,western,pre-composed,NA,Nashra,"background music, cognition, functions of music, problem solving, Reaction time, Wisconsin Card Sorting Test (WCST)"
Passion at the heart of musicians’ well-being,2020,Musicae Scientiae,"Bonneville-Roussy, Arielle ",UK,UK,UK,NA,225,24.79,8.93,110,115,,NA,musicians,NA,NA,NA,NA,NA,survey,Nashra,"musical anxiety, musicians, passion, scale validation, well-being"
Revisiting singing proficiency in three-year-olds,2020,Musicae Scientiae,"Gudmundsdottir, Helga",Iceland,Iceland,Iceland,NA,39,3,NA,17,22,,children,NA,NA,NA,artificial,western,experimenter-created,,Nashra,"Early childhood, preschooler singing, singing, singing development, singing proficiency, toddler singing"
"A survey into the experience of musically induced chills: Emotions, situations and music",2020,Musicae Scientiae,"Bannister, Scott",UK,NA,NA,NA,375,36.14,NA,186,183,,NA,NA,paid,NA,NA,NA,NA,survey,Nashra,"chills, emotion, listening, meaning, peak experiences, qualitative"
What makes music relaxing? An investigation into musical elements,2020,Musicae Scientiae,"Hernandez-Ruiz, Eugenia",US,US,US,NA,40,19.13,1.79,40,0,,university students,NA,NA,NA,NA,NA,semi-composed,NA,Nashra,"music-assisted, music therapy, musical elements, relaxation, responders"
"What do listeners understand by “continuity” and “closure”? Tracking down the links between tonal expectancy, music training, and conceptualization",2020,Musicae Scientiae,"Kristop, Carlos A.",Argentina,Argentina,Argentina,NA,24,27.5,NA,3,9,,undergraduate students,musicians; non-musicians,NA,NA,western,NA,experimenter-created,,Nashra,"concepts and categories, Expectancy, melody, tonality, training"
Expecting the end: Continuous expectancy ratings for tonal cadences,2020,Musicae Scientiae,"Sears, David R. W.",US,Canada,Canada,NA,40,24,6,20,20,,NA,musicians; non-musicians,NA,NA,western classical,western,semi-composed,NA,Nashra,"tonal expectations, cognitive, tonal cadence, harmony, priming"
"Goldsmiths Musical Sophistication Index (Gold-MSI): Portuguese version and associations with socio-demographic factors, personality and music preferences",2020,Musicae Scientiae,"Lima, Cesar F.",UK,Portugal,Portugal,NA,408,33,14.4,306,102,,NA,NA,NA,12,NA,NA,NA,survey,Nashra,"Gold-MSI, musical sophistication, musicality, Portuguese, psychometric properties"
Group music lessons for children aged 1–3 improve accompanying parents’ moods,2020,Musicae Scientiae,"Kawase, Satoshi",Japan,Japan,Japan,NA,82; 85,1.5; 36,NA, 51; 82,29; 0,,children; adults,NA,NA,NA,NA,NA,NA,survey,Nashra,"anxiety, group music lesson, joint action, mood, parenting stress, peripheral participation"
Achievement goal motivation and cognitive strategies as predictors of musical creativity among secondary school music students,2020,Musicae Scientiae,"Mawang, Lucy L.",Kenya,Kenya,Kenya,NA,201,17.24,0.78,139,62,,school students,NA,NA,12,NA,NA,NA,survey,Nashra,"achievement goal motivation, cognitive learning strategies, composition, deep processing strategy, musical creativity, surface processing strategy"
Superior fluid cognition in trained musicians,2020,Musicae Scientiae,"Meyer, Jim",US,US,US,NA,72,19.85,NA,NA,NA,,university students,musicians; non-musicians,paid,NA,NA,NA,NA,survey,Nashra,"cognitive ability, executive function, expertise, fluid cognition, musical training"
"Aural identification of harmonic intervals: An observational study at the Girona Music Conservatory (Catalonia, Spain)",2020,Musicae Scientiae,"Ponsati, Imma",Spain,Spain,Spain,NA,25,12,NA,NA,NA,,NA,NA,NA,NA,artificial,western,experimenter-created,NA,Nashra,"aural skills, harmonic intervals, harmonic perception, music theory, observational methodology"
Music improvisation modulates emotional memory,2020,Musicae Scientiae,"Diaz Abrahan, Veronika M.",Argentina,Argentina,Argentina,NA,137,24.5,5.12,81,56,,university students,musicians; non-musicians,,NA,artificial,western,experimenter-created,NA,Nashra,"emotions, memory, music improvisation, music therapy, musical training"
Musical performance and emotions in children: The case of musical competitions,2020,Musicae Scientiae,"Rucsanda, Madalina Dana",Romania,NA,Romania; Russia; Poland; Bulgaria; Moldova; Portugal; Malta; Lithuania; Kazakhstan; Italy; Estonia; Spain; Israel,NA,70; 23; 15; 9; 6; 3; 2; 2; 2; 2; 2; 1; 1,2.29; 2.23; 2.44; 1.67; 2.08; 0.7; 2.82; 1.41; 5.65; 2.12,,124,22,,children,NA,NA,NA,NA,NA,NA,survey,Nashra,"emotions, emotional arousal, music competitions, music performance, young musicians"
Expressing emotion through vocal performance: Acoustic cues and the effects of a mindfulness induction,2020,Musicae Scientiae,"Tan, Daphne",US,US,US,NA,20,25.5,NA,13,7,,university students,musicians,paid,NA,western,NA,experimenter-created,NA,Nashra,"acoustic cues, emotion, expression, mindfulness, vocal performance"
Effects of music listening on creative cognition and semantic memory retrieval,2020,Musicae Scientiae,"Eskine, Katherine E.",US,US,US,black,35,20,1.32,5,30,,undergraduate students,NA,NA,NA,hip-hop; western classical,western,semi-composed,NA,Nashra,"arousal, creativity, listening, memory, mood regulation"
Help Musicians UK hearing survey: Musicians’ hearing and hearing protection,2020,Musicae Scientiae,"Greasley, Alinka E.",UK,UK,UK,NA,693,NA,NA,198,237,,NA,musicians,NA,NA,NA,NA,NA,survey,Nashra,"hearing loss, hearing protection, hearing test, musicians’ hearing, noise-induced hearing loss (NIHL), tinnitus"
Individual differences in the reminiscence bump of very long-term memory for popular songs in old age: A non-linear mixed model approach,2020,Musicae Scientiae,"Zimprich, Daniel",Germany,Germany,Germany,NA,90,72.5,1.52,50,40,,NA,NA,NA,9,rock; pop,Germany,pre-composed,survey,Nashra,"non-linear mixed model, popular songs, recognition, reminiscence bump, very long-term memory"
Music-related activities on Facebook,2020,Musicae Scientiae,"Krause, Amanda E.",Australia,NA,US; UK; Australian,NA,400,22.56,7.79,291,109,,NA,NA,NA,NA,NA,NA,NA,survey,Nashra,"applications, Digital music, Facebook, listening, social network sites (SNS)"
"If it’s Mozart, it must be good? The influence of textual information and age on musical appreciation",2020,Musicae Scientiae,"Fischinger, Timo",Germany,Germany,Germany,NA,170,45.8,17.3,95,75,,NA,NA,paid,NA,western classical,Czech,pre-composed,NA,Nashra,"experimental aesthetics, listening, music appreciation, older adults, prestige effect, program notes, social psychology"
Social life among toddlers in kindergarten as communicative musicality,2020,Musicae Scientiae,"Nome, Dag",Norway,Norway,Norway,NA,15,2,NA,NA,NA,,children,NA,NA,NA,NA,NA,NA,NA,Nashra,"communicative musicality, kindergarten, micro-ethnography, sound, toddlers"
Parenting style as a predictor of music preference,2020,Musicae Scientiae,"Warrener, Emily",Australia,Australia,Australia,NA,336,32.18,12.33,235,101,,NA,NA,NA,NA,NA,NA,NA,survey,Nashra,"genre preference, musical taste, parenting style, personality, sensation seeking"
"“Music is my drug”: Alexithymia, empathy, and emotional responding to music",2020,Musicae Scientiae,"Lyvers, Michael",Australia,NA,Torres Strait Islander; Africa; Europe; South East Asia ,NA,4; 3; 176; 18,NA,NA,136,39,,NA,NA,NA,12,NA,NA,NA,survey,Nashra,"alcohol, emotion, individual differences, personality, self-regulation"
Who is playing that wonderful music? Exploring predictors of playing a musical instrument,2020,Musicae Scientiae,"Treger, Stanislav",US,US,US,NA,369,35.36,11.1,184,185,,NA,musicians; non-musicians,paid,NA,NA,NA,NA,Experiment 1,Nashra,"emotion, individual differences, learning, personality, self"
Who is playing that wonderful music? Exploring predictors of playing a musical instrument,2020,Musicae Scientiae,"Treger, Stanislav",US,US,US,NA,295,40.03,13,191,104,,NA,musicians; non-musicians,paid,NA,NA,NA,NA,Experiment 2,Nashra,"emotion, individual differences, learning, personality, self"
Gender differences in musical motivation at different levels of expertise,2020,Musicae Scientiae,"Hallam, Susan",UK,UK,UK,NA,3327,NA,NA,2027,1225,,NA,musicians,NA,NA,NA,NA,NA,survey,Nashra,"Expertise, gender, instruments, motivation, music"
Musicians’ use of harmonic cognitive strategies when playing by ear,2020,Musicae Scientiae,"Woody, Robert H.",US,US,US,NA,28,20.6,NA,12,16,,NA,musicians,NA,NA,western classical,NA,experimenter-created,NA,Nashra,"Aural skills, cognition, learning, listening, memory, mixed methods, performance"
Effect of processing fluency on metamemory for written music in piano players,2020,Musicae Scientiae,"Schwartz, Bennett L.",US,US,US,NA,48,NA,NA,37,11,,university students,musicians; non-musicians,course credit,NA,western classical,western,semi-composed,NA,Nashra,"Cognition, consciousness, memory, music cognition, metacognition reading"
The role of retrospectively perceived parenting style and adult attachment behaviour in music performance anxiety,2020,Musicae Scientiae,"Wiedemann, Anna",UK,UK,UK,NA,82,23.5,3.4,57,25,,university students,musicians,NA,NA,NA,NA,NA,survey,Nashra,"Music performance anxiety, parenting style, adult attachment behaviour, generalised anxiety, musicians"
Templates and temporality: An investigation of rhythmic motor production in a young man with Down Syndrome and hearing impairment,2020,Musicae Scientiae,"Jeffery, Tracy",UK,UK,UK,NA,1,23,NA,NA,1,,NA,NA,NA,NA,pop; artificial,NA,pre-composed; experimenter-created,NA,Nashra,"auditory memory, Down Syndrome, hearing impairment, rhythm"
Are there differences in practice depending on the instrument played?,2020,Musicae Scientiae,"Hallam, Susan",UK,UK,UK,NA,3327,NA,NA,2027,1225,,NA,musicians,NA,NA,NA,NA,NA,survey,Nashra,"attitudes, instruments, music, practice, strategies"
Perfectionistic self-presentation and emotional experiences in music students: A three-wave longitudinal study,2020,Musicae Scientiae,"Hill, Andrew P.",UK,UK,UK,NA,143,18.92,2.96,68,75,,university students,musicians,NA,NA,NA,NA,NA,survey,Nashra,"personality, well-being, motivation, emotion, performance, performing art"
On the relevance of music genre-based analysis in research on musical tastes,2020,Musicae Scientiae,"Brisson, Romain",Switzerland,Switzerland,Switzerland,NA,522; 185,22.72; 17.20,4.05; 1.01,345; 109,177; 76,,university students; adoloscents,NA,NA,NA,"rock, alternative rock",NA,pre-composed,survey,Nashra,"cultural capital, musical tastes, music genres, music dimensions, principal component analysis"
